"volume","page","mission_number","type","church","city","state","start_date","end_date","confessions_total","converts","under_instruction","diocese","confessions_adults","confessions_children","confessions_men","confessions_women","order","notes","converts_adult","converts_children","temperance_pledges","confirmed","location","year","converts_total","geo.lon","geo.lat"
2,153,NA,"mission","St. Mary's Church","Le Sueur","MN","11/12/1876","11/19/1876",520,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Le Sueur MN",1876,2,-93.9088889,44.4658333
2,154,NA,"mission","St. Patrick's Church","Shieldsville","MN","11/26/1876","12/6/1876",1100,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Shieldsville MN",1876,3,-93.4088334,44.3660744
2,155,NA,"mission","Church of the Guardian Angels","Hastings","MN","9/17/1876","9/26/1876",1050,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hastings MN",1876,1,-92.8513706,44.7443293
2,156,NA,"mission","St. Joseph's Church","Red Wing","MN","10/1/1876","10/6/1876",240,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Red Wing MN",1876,0,-92.5369563,44.5660691
2,157,NA,"mission","St. Mary's Church","Lake City and West Albany","MN","10/8/1876","10/17/1876",443,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lake City and West Albany MN",1876,2,-92.341887,44.4131284
2,159,NA,"mission","Church of St. Felix of Valois","Wabasha","MN","10/22/1876","10/29/1876",470,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Wabasha MN",1876,1,-92.0382346,44.3710051
2,160,NA,"mission","Church of the Immaculate Conception","Highland","MN","10/29/1876","11/2/1876",370,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Highland MN",1876,1,-91.8701524,43.6807984
2,162,NA,"mission","Church of the Sacred Heart","Owatonna","MN","11/5/1876","11/12/1876",400,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Owatonna MN",1876,3,-93.2259349,44.0855572
2,163,NA,"mission","Church of St. Charles Borromeo","St. Charles","MN","11/19/1876","11/24/1876",375,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"St. Charles MN",1876,1,-92.064194,43.9694165
2,164,NA,"mission","Church of Ss. Peter and Paul","Hart","MN","11/26/1876","11/29/1876",215,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hart MN",1876,2,-91.7398706,43.8755194
2,165,NA,"mission","Church of Our Lady, Help of Christians","Sioux City","IA","12/3/1876","12/13/1876",750,6,0,"Dubuque",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sioux City IA",1876,6,-96.4003069,42.4999942
2,166,NA,"mission","","Yankton","SD","12/10/1876","12/17/1876",320,5,0,"St. Paul",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Yankton SD",1876,5,-97.3972813,42.8711088
2,168,NA,"mission","Church of the Immaculate Conception","Ithaca","NY","12/31/1876","1/9/1877",1120,7,0,"Rochester",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ithaca NY",1876,7,-76.5018807,42.4439614
2,170,NA,"mission","Church of the Holy Family","Auburn","NY","1/21/1877","2/4/1877",3500,3,0,"Rochester",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Auburn NY",1877,3,-76.5660529,42.9317335
2,172,NA,"mission","Church of St. Lucy","Syracuse","NY","1/21/1877","1/30/1877",1500,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Syracuse NY",1877,5,-76.1474244,43.0481221
2,173,NA,"mission","Church of the Epiphany","New York","NY","2/11/1877","2/25/1877",5300,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1877,0,-74.0059731,40.7143528
2,175,NA,"mission","St. Bridget's Church","New York","NY","3/4/1877","3/18/1877",8000,15,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1877,15,-74.0059731,40.7143528
2,177,NA,"mission","St. Francis de Sales Church","Charlestown","NY","4/8/1877","4/24/1877",6900,25,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Charlestown NY",1877,25,-71.6418744,41.3832162
2,180,NA,"mission","St John Baptist Church","Salina","NY","4/29/1877","5/9/1877",1900,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Salina NY",1877,3,-76.1725774,43.1071066
2,181,NA,"mission","Church of the Sacred Heart","Weymouth","MA","4/29/1877","5/9/1877",1700,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Weymouth MA",1877,0,-70.9410356,42.2180724
2,183,NA,"mission","","Everett","MA","5/13/1877","5/20/1877",468,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Everett MA",1877,5,-71.0536625,42.40843
2,186,NA,"mission","St. James Church","Bay City","MI","9/16/1877","9/26/1877",1700,7,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bay City MI",1877,7,-83.8888647,43.5944677
2,187,NA,"mission","St. Pius Church","Chicago","IL","9/30/1877","10/11/1877",1280,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1877,0,-87.6297982,41.8781136
2,189,NA,"mission","St. James Church","Chicago","IL","10/21/1877","11/7/1877",3086,8,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1877,8,-87.6297982,41.8781136
2,191,NA,"mission","St. Aloysius Church","Detroit","MI","11/18/1877","12/4/1877",2000,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Detroit MI",1877,0,-83.0457538,42.331427
2,193,NA,"mission","St. John's Church","Indianapolis","IN","12/9/1877","12/22/1877",3790,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Indianapolis IN",1877,4,-86.158068,39.768403
2,196,NA,"mission","Church of Our Lady of Perpetual Help","Defiance","OH","9/30/1877","10/10/1877",450,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Defiance OH",1877,1,-84.3557802,41.2844933
2,197,NA,"mission","St Stephen's Church","Flora","IL","10/14/1877","10/21/1877",150,4,0,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Flora IL",1877,4,-88.4856042,38.6689364
2,198,NA,"mission","Church of St. Charles Borromeo","Charleston","IL","10/28/1877","11/4/1877",160,0,0,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Charleston IL",1877,0,-88.1761521,39.4961458
2,199,NA,"mission","Church Regina Coeli","Marshall","IL","11/4/1877","11/13/1877",340,7,0,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marshall IL",1877,7,-87.6936384,39.3914252
2,200,NA,"mission","Church of St. Mary","Paris","IL","11/18/1877","11/25/1877",462,2,0,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Paris IL",1877,2,-87.6961374,39.611146
2,201,NA,"mission","Church of St. Mary's","St. Mary's of the Woods","IN","11/25/1877","12/4/1877",315,5,0,"Vincennes",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"St. Mary's of the Woods IN",1877,5,-78.6943955,35.7491283
2,202,NA,"mission","Church of St. Patrick","Galesburg","IL","12/9/1877","12/19/1877",1000,2,0,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Galesburg IL",1877,2,-90.3712395,40.9478158
2,204,NA,"mission","Church of St. Paul the Apostle","New York","NY","1/6/1878","1/27/1878",6200,6,0,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1878,6,-74.0059731,40.7143528
2,206,NA,"mission","St. Bernard's Church","Rockville","CT","1/21/1878","1/29/1878",1058,6,0,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rockville CT",1878,6,-72.4495287,41.8667645
2,207,NA,"mission","St. Paul's Church 117th St.","Harlem","NY","2/3/1878","2/17/1878",4539,0,0,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harlem NY",1878,0,-73.9464769,40.8115504
2,208,NA,"mission","St. Augustine's Church","South Boston","MA","3/3/1878","3/24/1878",5674,11,0,"Boston",NA,1000,NA,NA,"Paulist","",NA,NA,NA,NA,"South Boston MA",1878,11,-71.0475773,42.3381437
2,210,NA,"mission","St Bridget's Church","Cleveland","OH","3/31/1878","4/10/1878",1323,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Cleveland OH",1878,1,-81.6954088,41.4994954
2,212,NA,"mission","Church of St. Antony of Padua","White River Junction","VT","3/10/1878","3/17/1878",550,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"White River Junction VT",1878,2,-72.3192579,43.6489596
2,214,NA,"mission","St. Mary's Church","Bellows Falls","VT","3/24/1878","4/1/1878",612,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bellows Falls VT",1878,1,-72.4439772,43.133411
2,215,NA,"mission","","Sandy Hill, Hudson Falls","NY","4/7/1878","4/16/1878",1100,8,0,"",NA,NA,NA,NA,"Paulist","The mission was held in Sandy Hills, which is probably Hudson, NY.",NA,NA,NA,NA,"Sandy Hill, Hudson Falls NY",1878,8,-73.494427,43.788801
2,216,NA,"mission","Church of St. Bridget","North Manchester","CT","5/5/1878","5/5/1878",645,1,0,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"North Manchester CT",1878,1,-72.5215009,41.7759301
2,217,NA,"mission","Church of St. James","South Manchester","CT","5/5/1878","5/12/1878",845,1,0,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Manchester CT",1878,1,-72.5215009,41.7759301
2,219,NA,"mission","","Brockton","MA","4/28/1878","5/6/1878",2322,7,0,"Boston",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brockton MA",1878,7,-71.0183787,42.0834335
2,220,NA,"mission","","West Roxbury","MA","5/12/1878","5/21/1878",424,3,0,"Boston",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Roxbury MA",1878,3,-71.1626756,42.2797554
2,229,NA,"mission","Church of the Epiphany","Monmouth","IL","9/29/1878","10/7/1878",510,1,0,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Monmouth IL",1878,1,-90.6473576,40.9114271
2,230,NA,"mission","Church of Immaculate Conception","Lacon","IL","10/13/1878","10/20/1878",360,0,0,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lacon IL",1878,0,-89.4112007,41.0247583
2,231,NA,"mission","Church of St. Patrick","Camp Grove","IL","10/20/1878","10/27/1878",580,1,0,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Camp Grove IL",1878,1,-89.6331524,41.0789258
2,232,NA,"mission","Church of St. Patrick","O'Fallon","IL","11/3/1878","11/10/1878",380,1,0,"Chicago",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"O'Fallon IL",1878,1,-89.910991,38.592323
2,232,NA,"mission","","Morrison","IL","11/3/1878","11/10/1878",127,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Morrison IL",1878,0,-89.9651186,41.809751
2,233,NA,"mission","","","IL","11/14/1878","11/17/1878",93,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA," IL",1878,0,-89.3985283,40.6331249
2,233,NA,"mission","","Savannah","IL","11/14/1878","11/17/1878",130,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Savannah IL",1878,0,-90.1567944,42.0944671
2,233,NA,"mission","","Sabula","IL","11/24/1878","11/24/1878",86,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sabula IL",1878,0,-90.1740169,42.0711347
2,234,NA,"mission","","Lyons","IA","11/24/1878","12/1/1878",860,1,0,"Dubuque",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lyons IA",1878,1,-95.7932008,40.9545835
2,235,NA,"mission","Church of St. Paul of the Cross","Jersey City","NY","9/22/1878","10/2/1878",1343,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Jersey City NY",1878,3,-74.0776417,40.7281575
2,236,NA,"mission","","Garder","MA","10/6/1878","10/10/1878",975,0,0,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Garder MA",1878,0,-71.998133,42.5750883
2,239,NA,"mission","","Winchendon","MA","10/13/1878","10/21/1878",625,0,0,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Winchendon MA",1878,0,-72.0439529,42.6871009
2,240,NA,"mission","","Shullsburg","WI","10/27/1878","11/6/1878",1149,5,0,"Milwaukee",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Shullsburg WI",1878,5,-90.23096,42.5733354
2,342,NA,"mission","St. Pius Church","Chicago","IL","11/10/1878","11/17/1878",1100,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1878,0,-87.6297982,41.8781136
2,343,NA,"mission","St. Francis de Sales Church","Toledo","OH","11/24/1878","12/4/1878",1688,0,0,"Cleveland",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Toledo OH",1878,0,-83.555212,41.6639383
2,344,NA,"mission","St. Mary's Church","Albany","NY","12/8/1878","12/22/1878",3368,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Albany NY",1878,0,-73.7562317,42.6525793
2,346,NA,"mission","Church of the Holy Rosary","Newburgh","OH","1/5/1879","1/20/1879",1960,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Newburgh OH",1879,0,-82.9409387,40.0092839
2,347,NA,"mission","St. Raphael's Church","Madison","WI","1/26/1879","2/5/1879",1896,8,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Madison WI",1879,8,-89.4012302,43.0730517
2,348,NA,"mission","All Saint's Church","Chicago","IL","2/9/1879","2/23/1879",2163,5,0,"Chicago",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1879,5,-87.6297982,41.8781136
2,349,NA,"mission","St. Patrick's Church","Providence","RI","3/2/1879","3/16/1879",3507,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Providence RI",1879,0,-71.4128343,41.8239891
2,350,NA,"mission","St Mary's Church","New London","CT","3/23/1879","4/2/1879",1826,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New London CT",1879,4,-72.0995209,41.3556539
2,352,NA,"mission","St. Thomas Aquinas's Church","Bridgewater","CT","4/20/1879","4/29/1879",1158,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bridgewater CT",1879,0,-73.3662305,41.5350949
2,353,NA,"mission","","West Roxbury","MA","5/4/1879","5/12/1879",984,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Roxbury MA",1879,3,-71.1626756,42.2797554
2,354,NA,"mission","St. Leo's Church","Leominster","MA","5/18/1879","5/25/1879",725,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Leominster MA",1879,0,-71.759794,42.5250906
2,356,NA,"mission","Church of the Holy Trinity","Greenfield","MA","9/14/1879","9/21/1879",550,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Greenfield MA",1879,0,-72.5994104,42.587915
2,356,NA,"mission","","South Deerfield","MA","9/14/1879","9/21/1879",270,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Deerfield MA",1879,0,-72.6078667,42.4773097
2,357,NA,"mission","","Shelbourne Falls","MA","9/14/1879","9/21/1879",115,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Shelbourne Falls MA",1879,0,-72.7392588,42.6042514
2,358,NA,"mission","","Chicopee Falls","MA","9/25/1879","10/6/1879",1200,0,0,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicopee Falls MA",1879,0,-72.5784089,42.1544318
2,359,NA,"mission","","Johnstown","PA","10/12/1879","10/26/1879",2344,4,0,"Pittsburgh",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Johnstown PA",1879,4,-78.9219698,40.3267407
2,360,NA,"mission","","Ypsilanti","MI","11/2/1879","11/9/1879",480,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ypsilanti MI",1879,0,-83.6129939,42.2411499
2,360,NA,"mission","","Ann Arbor","MI","11/16/1879","11/24/1879",740,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ann Arbor MI",1879,2,-83.7430378,42.2808256
2,362,NA,"mission","Church of St. Paul the Apostle","New York","NY","11/30/1879","12/18/1879",5750,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1879,0,-74.0059731,40.7143528
2,364,NA,"mission","","Deposit","NY","11/9/1879","11/16/1879",480,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Deposit NY",1879,0,-75.4276769,42.0600834
2,365,NA,"mission","","Harper's Ferry","WV","1/4/1880","1/11/1880",225,2,0,"Richmond",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harper's Ferry WV",1880,2,-77.7388818,39.3253786
2,366,NA,"mission","","Winchester","VA","1/11/1880","1/20/1880",160,7,0,"Richmond",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Winchester VA",1880,7,-78.1633341,39.1856597
2,367,NA,"mission","","Martinsburg","WV","1/25/1880","2/2/1880",582,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Martinsburg WV",1880,0,-77.9638869,39.4562099
2,368,NA,"mission","St. Mary's Church","Little Falls","NY","1/4/1880","1/14/1880",1780,9,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Little Falls NY",1880,9,-74.8595957,43.0434039
2,369,NA,"mission","","Marine City","MI","1/25/1880","2/1/1880",1000,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marine City MI",1880,3,-82.492132,42.7194778
2,369,NA,"mission","","Algonac","MI","1/25/1880","1/27/1880",150,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Algonac MI",1880,0,-82.531018,42.6183675
2,370,NA,"mission","","Northfield","MI","2/8/1880","2/15/1880",523,7,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Northfield MI",1880,7,-83.7433813,42.4003857
2,371,NA,"mission","","Evansville","IN","2/22/1880","3/2/1880",794,6,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",1880,6,-87.5710898,37.9715592
2,372,NA,"mission","","Terre Haute","IN","3/7/1880","3/18/1880",1600,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Terre Haute IN",1880,0,-87.4139092,39.4667034
2,374,NA,"mission","St. Rose of Lima's Church, Cannon St","Cannon St.","NY","4/4/1880","4/19/1880",4530,18,0,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Cannon St. NY",1880,18,-73.9802919,40.7151188
2,376,NA,"mission","St. Jerome's Church, 137th St. and Alexander Avenue","New York","NY","4/25/1880","5/9/1880",2325,5,0,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1880,5,-74.0059731,40.7143528
2,379,NA,"mission","","Chambersburg","PA","9/12/1880","9/18/1880",270,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chambersburg PA",1880,5,-77.6611022,39.9375911
2,381,NA,"mission","Corpus Christi Church","Chambersburg","PA","9/19/1880","9/27/1880",390,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chambersburg PA",1880,2,-77.6611022,39.9375911
2,382,NA,"mission","St. Mary's Church","Hagerstown","MD","10/15/1880","10/15/1880",410,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hagerstown MD",1880,1,-77.7199932,39.6417629
2,383,NA,"mission","","Carlisle","PA","10/17/1880","10/25/1880",195,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Carlisle PA",1880,2,-77.195,40.2025
2,384,NA,"mission","St. Bridget's Church","Rochester","NY","9/12/1880","9/21/1880",1325,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rochester NY",1880,1,-77.6109219,43.16103
2,385,NA,"mission","","Seneca Falls","NY","10/1/1880","10/1/1880",1347,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Seneca Falls NY",1880,3,-76.7966215,42.9106219
2,386,NA,"mission","","Susquehanna","PA","11/14/1880","11/23/1880",1500,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Susquehanna PA",1880,1,-75.5991789,41.9436071
2,388,NA,"mission","","Mamaroneck","NY","12/5/1880","12/12/1880",490,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mamaroneck NY",1880,0,-73.7326309,40.9487097
2,389,NA,"mission","","Staunton","VA","10/10/1880","10/17/1880",333,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Staunton VA",1880,0,-79.0716958,38.149576
2,390,NA,"mission","","Lexington","VA","10/24/1880","10/28/1880",24,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lexington VA",1880,0,-79.4428157,37.7840208
2,391,NA,"mission","","Fredricksburg","VA","10/31/1880","11/4/1880",75,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Fredricksburg VA",1880,2,-77.4605399,38.3031837
2,392,NA,"mission","","Petersburg","VA","11/7/1880","11/14/1880",325,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Petersburg VA",1880,0,-77.4019267,37.2279279
2,393,NA,"mission","St. Patrick's Church","Richmond","VA","11/21/1880","11/28/1880",528,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",1880,3,-77.4360481,37.5407246
2,394,NA,"mission","Cathedral","Richmond","VA","11/28/1880","12/12/1880",1800,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",1880,4,-77.4360481,37.5407246
2,395,NA,"mission","","Bergon Point","NJ","1/16/1881","1/27/1881",1975,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bergon Point NJ",1881,0,-74.1412543,40.6476033
2,397,NA,"mission","St. Peter's Church","Hartford","CT","1/16/1881","1/30/1881",4288,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hartford CT",1881,0,-72.6850932,41.7637111
2,399,NA,"mission","St. Mark's Church","Kenastia","WI","3/6/1881","3/15/1881",714,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenastia WI",1881,0,-87.8211854,42.5847425
2,400,NA,"mission","St. Paul's Church","Kenastia","WI","3/20/1881","3/26/1881",400,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenastia WI",1881,0,-87.8211854,42.5847425
2,400,NA,"mission","","Marine City","MI","3/6/1881","3/15/1881",1055,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marine City MI",1881,3,-82.492132,42.7194778
2,402,NA,"mission","","Delavan","WI","3/20/1881","3/29/1881",536,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Delavan WI",1881,0,-88.6437138,42.6330703
2,403,NA,"mission","St. John's Cathedral","Milwaukee","WI","3/30/1881","4/3/1881",500,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Milwaukee WI",1881,0,-87.9064736,43.0389025
2,404,NA,"mission","St. Francis Xavier's Church ","Baltimore","MD","4/17/1881","5/1/1881",1350,25,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",1881,25,-76.6121893,39.2903848
2,406,NA,"mission","St. Joseph's Church","Circleville","OH","2/6/1881","2/13/1881",430,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Circleville OH",1881,1,-82.9460133,39.600618
2,407,NA,"mission","St. Patrick's Church","Racine","WI","3/21/1881","3/29/1881",1017,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Racine WI",1881,3,-87.7828523,42.7261309
2,408,NA,"mission","Church of the Assumption","Evansville","IN","2/20/1881","2/27/1881",750,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",1881,0,-87.5710898,37.9715592
2,409,NA,"mission","St. James's Church","Salem","MA","5/8/1881","5/23/1881",3926,1,0,"",NA,250,1844,1832,"Paulist","Cf, p. 410 which says 74 converts for this period",NA,NA,NA,NA,"Salem MA",1881,1,-70.8967155,42.51954
2,411,NA,"retreat","Cathedral","Albany","NY","3/29/1881","4/3/1881",700,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Albany NY",1881,0,-73.7562317,42.6525793
2,412,NA,"retreat","St. Patrick's Church","Brockton","MA","9/18/1881","9/25/1881",900,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brockton MA",1881,0,-71.0183787,42.0834335
2,412,NA,"mission","St. Joseph's Church","New York","NY","10/1/1881","10/8/1881",5000,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1881,0,-74.0059731,40.7143528
2,413,NA,"mission","St. Mary's Church (Regina Coeli)","Marshall","IL","9/18/1881","9/25/1881",382,1,0,"Altoona",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marshall IL",1881,1,-87.6936384,39.3914252
2,414,NA,"mission","Church of the Immaculate Conception","Paris","IL","9/25/1881","10/2/1881",375,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Paris IL",1881,2,-87.6961374,39.611146
2,415,NA,"mission","Church of the Immaculate Conception","South Wheeling","WV","9/18/1881","9/25/1881",576,0,0,"",546,30,NA,NA,"Paulist","",NA,NA,NA,NA,"South Wheeling WV",1881,0,-80.7209149,40.0639616
2,417,NA,"mission","Wheeling Cathedral","Wheeling","WV","10/2/1881","10/16/1881",2500,1,0,"Wheeling",2099,400,NA,NA,"Paulist","",NA,NA,NA,NA,"Wheeling WV",1881,1,-80.7209149,40.0639616
2,419,NA,"mission","St. Pius's Church","Chicago","IL","10/23/1881","11/7/1881",1550,0,1,"Chicago",NA,446,569,535,"Paulist","",NA,NA,NA,NA,"Chicago IL",1881,1,-87.6297982,41.8781136
2,421,NA,"mission","St. Peter's Church","Oshkosh","WI","10/23/1881","10/30/1881",720,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Oshkosh WI",1881,1,-88.5426136,44.0247062
2,423,NA,"mission","St. Mary's Church","Appleton","WI","10/30/1881","11/6/1881",620,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Appleton WI",1881,1,-88.4153847,44.2619309
2,424,NA,"mission","St. Patrick's Church","Chicago","IL","11/13/1881","11/21/1881",4600,2,10,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1881,12,-87.6297982,41.8781136
2,426,NA,"mission","St. Bridget's Church","Stanton","WI","12/4/1881","12/11/1881",234,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Stanton WI",1881,1,-92.4671398,45.1730204
