minutes_year,minutes_date,minutes_location,conference,district,meeting,state,members_general,members_white,members_colored,members_indian,url,notes
1818,,,Genesee,Lower Canada,Augusta,,,822,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Ottawha,,,95,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Bay Quintie,,,755,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Hallowell,,,472,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Belleville,,,165,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,St. Lawrence,,,290,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Cornwall,,,50,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1818,,,Genesee,Lower Canada,Malone,,,60,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=320,
1819,,,Ohio,Ohio,Steubenville,,,1606,16,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,Recapitulations for 1819 included on page 339
1819,,,Ohio,Ohio,Tuscarawas,,,471,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Ohio,Grand River and Mahoning,,,648,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Ohio,Beaver,,,559,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Ohio,Erie,,,550,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Ohio,Chetauque,,,532,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Letart Falls,,,303,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Little Kanawha,,,400,24,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Fairfield,,,960,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Zanesville,,,594,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Knox,,,800,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Marietta,,,972,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Barnesville,,,1315,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Muskingum,Mansfield,,,571,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Pickaway,,,825,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Paint Creek,,,900,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Scioto,,,886,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Columbus,,,846,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Bush Creek,,,1084,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Salt Creek,,,474,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Scioto,Deer Creek,,,1006,50,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Cincinnati,,,604,29,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Miami,,,874,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Lawrenceburg,,,900,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,White Water,,,682,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Oxford,,,705,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Union,,,865,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Mad River,,,784,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,White Oak,,,1160,1,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Piqua,,,480,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Miami,Milford,,,712,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Limestone,,,452,118,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Lexington,,,969,200,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Hinkstone,,,1000,154,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Licking,,,600,30,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Big and Little Sandy,,,415,20,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Fleming,,,616,45,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Ohio,Kentucky,Guyandott,,,361,14,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Illinois cir.,,,588,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Okaw,,,194,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Cash River and Big Bay,,,204,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Wabash,,,121,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Patoka,,,112,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Little Pigeon,,,87,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Vincennes,,,332,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Harrison,,,81,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Blue River,,,449,1,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Illinois,Silver Creek,,,842,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Boonslick,,,200,15,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Missouri,,,99,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Buffalo,,,175,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Cold Water,,,145,32,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Bellevue and Saline,,,248,62,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Cape Girardeau,,,144,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,New Madrid,,,112,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,St. Francis,,,135,25,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Spring River,,,124,8,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Hot Spring,,,156,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Missouri,Missouri,Arkansas,,,32,2,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Stone's River,,,412,22,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Nashville,,,635,77,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Lebanon,,,654,59,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Cany Fork,,,514,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Bedford,,,615,54,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Flint River,,,377,28,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Richland,,,601,61,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Duck River,,,540,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Catoco,,,180,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,White,,,158,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Limestone,,,232,24,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Cahawba,,,172,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Tuscaloosa,,,86,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Nashville,Shoal,,,163,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Danville,,,511,79,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Cumberland,,,285,13,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Madison,,,371,16,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Salt River,,,460,23,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Shelby,,,431,37,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Jefferson,,,712,120,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Salt River,Franklin,,,107,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=336,
1819,,,Tennessee,Cumberland,Fountain Head,,,567,37,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Goose Creek,,,566,69,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Roaring River,,,356,21,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Wayne,,,434,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Somerset,,,305,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Green River,,,413,25,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Cumberland,Barren,,,332,16,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Christian,,,585,112,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Livingston,,,252,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Henderson,,,199,25,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Hartford,,,338,39,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Breckenridge,,,306,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Dixon,,,334,44,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Dover,,,370,38,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Green River,Red River,,,416,125,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Abingdon,,,297,54,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Clinch,,,344,36,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Carter's Valley,,,320,34,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Holston,,,494,53,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Lee,,,261,90,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Tazewell,,,336,41,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,Holston,Ashe,,,150,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Nollichuckie,,,822,45,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Little River,,,594,46,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Knoxville,,,507,53,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Powell's Valley,,,314,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Sequatchy,,,273,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Tennessee,French Broad,Tennessee Valley,,,226,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Natchez circuit,,,235,138,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Wilkinson,,,326,76,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Amit,,,375,27,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Pearl River,,,250,20,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Chickasawhay,,,290,35,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Mississippi,Tombeckbee,,,370,93,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Louisiana,Washataw,,,45,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Mississippi,Louisiana,Attakapas,,,68,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Sparta Circuit,,,522,248,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Oakmulgee,,,528,57,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Alcovi,,,949,146,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Cedar Creek and Milledgeville,,,773,160,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Washington,,,398,112,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Ohoopee,,,328,86,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Satilla and St. Mary's,,,186,80,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Oconeee,Appalachee,,,572,94,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Broad River Circuit,,,772,142,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Grove,,,442,21,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Little River,,,630,160,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Warren,,,460,153,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Lousiville,,,297,70,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Augusta,,,85,72,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Ogeechee,Savannah,,,41,74,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Charleston,,,430,1900,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Cooper River,,,240,351,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Cypress,,,738,635,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Black Swamp,,,167,88,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Orangeburg,,,812,492,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Bush River,,,583,107,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Edisto,Keewee,,,513,16,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Congaree,,,186,115,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Sandy River,,,428,220,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Wateree,,,612,236,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Enoree,,,1044,260,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Reedy River,,,610,85,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Santee,,,665,914,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Camden,,,91,270,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Broad River,Columbia,,,118,118,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Lynch's Creek,,,441,88,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Black River,,,383,341,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Little Pee Dee,,,658,193,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Bladen,,,314,310,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Deep River,,,250,206,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Brunswick,,,647,311,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Georgetown,,,117,1220,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Fayetteville,,,185,273,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Pee Dee,Wilmington,,,186,760,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Upper French Broad,,,541,48,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Black Mountain,,,340,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Morganton,,,424,11,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Union,,,598,65,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Lincoln,,,561,64,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Sugar Creek,,,239,71,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Rocky River,,,454,57,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,South Carolina,Catawba,Montgomery,,,501,69,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Franklin,,,556,28,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Guilford,,,670,101,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Salisbury,,,705,31,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Iredell,,,502,41,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Yadkin,,,361,35,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Caswell,,,780,128,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Yadkin,Haw River,,,460,149,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Newbern,,,94,428,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Mattamuskeet and Banks,,,257,19,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Beaufort and Straits,,,208,194,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,New River,,,235,267,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Black River,,,479,187,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Tar River,,,688,196,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Raleigh city and circuit,,,585,192,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Neuse,Roanoke,,,393,245,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Norfolk,,,312,270,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Portsmouth,,,205,132,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Suffolk,,,556,226,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Princess Ann,,,900,494,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Camden,,,563,470,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Bertie,,,611,129,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Sussex,,,528,107,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Washington and Swift Creek,,,184,100,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Albemarle,,,,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Norfolk,Sound,,,134,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Greensville,,,504,187,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Mecklenburg,,,320,39,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Petersburg,,,96,142,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Amelia,,,564,76,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Cumberland,,,336,27,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Brunswick,,,358,187,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Buckingham,,,446,31,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Bedford,,,339,41,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
1819,,,Virginia,Meherrin,Lynchburg,,,123,44,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337,
